MeterNo,SIP End Date and time,V,V,V,A,A,A,Hz,kWh(I) Tot,kWh(E) Tot,kVArh(Lg)-Wh(I),kVArh(Ld)-Wh(E),kVArh(Lg)-Wh(E),kVArh(Ld)-Wh(I),kVAh-Wh(I),kVAh-Wh(E),kWh(I-E) Bi,,,DataStatus,Units
29559724,25-09-2025 14:30,241.03 V,239.88 V,240.71 V,0.381 A,0.742 A,0.338 A,49.922 Hz,0.174 kWh(I) Tot,0 kWh(E) Tot,0.022 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.175 kVAh-Wh(I),0 kVAh-Wh(E),0.174 kWh(I-E) Bi,0.994,1,1,2
29559724,25-09-2025 15:00,239.7 V,238.52 V,239.7 V,0.37 A,0.775 A,0.315 A,49.922 Hz,0.174 kWh(I) Tot,0 kWh(E) Tot,0.02 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.175 kVAh-Wh(I),0 kVAh-Wh(E),0.174 kWh(I-E) Bi,0.994,1,1,2
29559724,25-09-2025 15:30,242.03 V,240.61 V,241.64 V,0.38 A,0.726 A,0.35 A,49.971 Hz,0.174 kWh(I) Tot,0 kWh(E) Tot,0.021 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.176 kVAh-Wh(I),0 kVAh-Wh(E),0.174 kWh(I-E) Bi,0.989,1,1,2
29559724,25-09-2025 16:00,244.44 V,242.95 V,244.46 V,0.695 A,1.267 A,0.585 A,49.938 Hz,0.306 kWh(I) Tot,0 kWh(E) Tot,0.049 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.31 kVAh-Wh(I),0 kVAh-Wh(E),0.306 kWh(I-E) Bi,0.987,1,1,2
29559724,25-09-2025 16:30,248.51 V,246.92 V,248.33 V,0.668 A,1.306 A,0.586 A,49.985 Hz,0.313 kWh(I) Tot,0 kWh(E) Tot,0.05 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.317 kVAh-Wh(I),0 kVAh-Wh(E),0.313 kWh(I-E) Bi,0.987,1,1,2
29559724,25-09-2025 17:00,245.72 V,244 V,245.84 V,0.754 A,1.373 A,0.576 A,49.983 Hz,0.327 kWh(I) Tot,0 kWh(E) Tot,0.054 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.331 kVAh-Wh(I),0 kVAh-Wh(E),0.327 kWh(I-E) Bi,0.988,1,1,2
29559724,25-09-2025 17:30,247.03 V,245.32 V,247.27 V,0.791 A,1.247 A,0.595 A,49.998 Hz,0.32 kWh(I) Tot,0 kWh(E) Tot,0.054 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.324 kVAh-Wh(I),0 kVAh-Wh(E),0.32 kWh(I-E) Bi,0.988,1,1,2
29559724,25-09-2025 18:00,248.85 V,246.82 V,248.99 V,0.751 A,1.31 A,0.665 A,49.947 Hz,0.333 kWh(I) Tot,0 kWh(E) Tot,0.055 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.339 kVAh-Wh(I),0 kVAh-Wh(E),0.333 kWh(I-E) Bi,0.982,1,1,2
29559724,25-09-2025 18:30,249.17 V,247.24 V,249.5 V,0.726 A,1.331 A,0.533 A,50.021 Hz,0.318 kWh(I) Tot,0 kWh(E) Tot,0.047 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.321 kVAh-Wh(I),0 kVAh-Wh(E),0.318 kWh(I-E) Bi,0.991,1,1,2
29559724,25-09-2025 19:00,247.94 V,245.91 V,248.31 V,0.842 A,1.317 A,0.607 A,50.036 Hz,0.339 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.342 kVAh-Wh(I),0 kVAh-Wh(E),0.339 kWh(I-E) Bi,0.991,1,1,2
29559724,25-09-2025 19:30,245.9 V,243.79 V,246.23 V,0.872 A,1.293 A,0.651 A,50.016 Hz,0.343 kWh(I) Tot,0 kWh(E) Tot,0.043 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.345 kVAh-Wh(I),0 kVAh-Wh(E),0.343 kWh(I-E) Bi,0.994,1,1,2
29559724,25-09-2025 20:00,246.35 V,244.12 V,246.56 V,0.908 A,1.318 A,0.704 A,50.06 Hz,0.357 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.36 kVAh-Wh(I),0 kVAh-Wh(E),0.357 kWh(I-E) Bi,0.992,1,1,2
29559724,25-09-2025 20:30,245.81 V,243.09 V,245.88 V,0.923 A,1.491 A,0.721 A,50.02 Hz,0.38 kWh(I) Tot,0 kWh(E) Tot,0.049 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.383 kVAh-Wh(I),0 kVAh-Wh(E),0.38 kWh(I-E) Bi,0.992,1,1,2
29559724,25-09-2025 21:00,244.1 V,241.26 V,244.17 V,0.903 A,1.577 A,0.704 A,49.979 Hz,0.384 kWh(I) Tot,0 kWh(E) Tot,0.043 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.387 kVAh-Wh(I),0 kVAh-Wh(E),0.384 kWh(I-E) Bi,0.992,1,1,2
29559724,25-09-2025 21:30,243.37 V,240.38 V,243.49 V,0.933 A,1.704 A,0.754 A,50.006 Hz,0.408 kWh(I) Tot,0 kWh(E) Tot,0.047 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.41 kVAh-Wh(I),0 kVAh-Wh(E),0.408 kWh(I-E) Bi,0.995,1,1,2
29559724,25-09-2025 22:00,242.33 V,239.18 V,242.31 V,1.111 A,1.856 A,0.866 A,50.015 Hz,0.459 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.462 kVAh-Wh(I),0 kVAh-Wh(E),0.459 kWh(I-E) Bi,0.994,1,1,2
29559724,25-09-2025 22:30,238.62 V,235.76 V,238.92 V,1.274 A,1.994 A,1.008 A,49.998 Hz,0.505 kWh(I) Tot,0 kWh(E) Tot,0.047 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.507 kVAh-Wh(I),0 kVAh-Wh(E),0.505 kWh(I-E) Bi,0.996,1,1,2
29559724,25-09-2025 23:00,237.23 V,233.57 V,237.4 V,1.287 A,2.13 A,1.03 A,49.974 Hz,0.522 kWh(I) Tot,0 kWh(E) Tot,0.049 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.524 kVAh-Wh(I),0 kVAh-Wh(E),0.522 kWh(I-E) Bi,0.996,1,1,2
29559724,25-09-2025 23:30,238.08 V,234.22 V,238.04 V,1.174 A,2.194 A,1.101 A,49.962 Hz,0.526 kWh(I) Tot,0 kWh(E) Tot,0.051 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.528 kVAh-Wh(I),0 kVAh-Wh(E),0.526 kWh(I-E) Bi,0.996,1,1,2
29559724,26-09-2025 00:00,240.12 V,236.22 V,239.92 V,1.098 A,2.108 A,1.043 A,49.996 Hz,0.502 kWh(I) Tot,0 kWh(E) Tot,0.057 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.506 kVAh-Wh(I),0 kVAh-Wh(E),0.502 kWh(I-E) Bi,0.992,1,1,2
29559724,26-09-2025 00:30,243.02 V,239.14 V,242.73 V,1.069 A,2.069 A,1.036 A,49.987 Hz,0.5 kWh(I) Tot,0 kWh(E) Tot,0.055 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.503 kVAh-Wh(I),0 kVAh-Wh(E),0.5 kWh(I-E) Bi,0.994,1,1,2
29559724,26-09-2025 01:00,245.5 V,241.78 V,245.25 V,1.01 A,2.016 A,1.029 A,49.997 Hz,0.491 kWh(I) Tot,0 kWh(E) Tot,0.059 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.495 kVAh-Wh(I),0 kVAh-Wh(E),0.491 kWh(I-E) Bi,0.992,1,1,2
29559724,26-09-2025 01:30,248.38 V,244.82 V,248.23 V,1.013 A,1.893 A,0.999 A,50.015 Hz,0.479 kWh(I) Tot,0 kWh(E) Tot,0.058 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.482 kVAh-Wh(I),0 kVAh-Wh(E),0.479 kWh(I-E) Bi,0.994,1,1,2
29559724,26-09-2025 02:00,250.69 V,247.18 V,250.46 V,0.965 A,1.79 A,0.944 A,50.044 Hz,0.457 kWh(I) Tot,0 kWh(E) Tot,0.057 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.46 kVAh-Wh(I),0 kVAh-Wh(E),0.457 kWh(I-E) Bi,0.993,1,1,2
29559724,26-09-2025 02:30,250.17 V,246.79 V,249.91 V,0.921 A,1.744 A,0.888 A,50.04 Hz,0.438 kWh(I) Tot,0 kWh(E) Tot,0.058 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.442 kVAh-Wh(I),0 kVAh-Wh(E),0.438 kWh(I-E) Bi,0.991,1,1,2
29559724,26-09-2025 03:00,249.74 V,246.54 V,249.57 V,0.894 A,1.694 A,0.824 A,49.971 Hz,0.42 kWh(I) Tot,0 kWh(E) Tot,0.055 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.424 kVAh-Wh(I),0 kVAh-Wh(E),0.42 kWh(I-E) Bi,0.991,1,1,2
29559724,26-09-2025 03:30,250.68 V,247.73 V,250.63 V,0.914 A,1.743 A,0.795 A,49.925 Hz,0.426 kWh(I) Tot,0 kWh(E) Tot,0.058 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.43 kVAh-Wh(I),0 kVAh-Wh(E),0.426 kWh(I-E) Bi,0.991,1,1,2
29559724,26-09-2025 04:00,251.95 V,249.07 V,251.92 V,0.919 A,1.722 A,0.75 A,49.968 Hz,0.422 kWh(I) Tot,0 kWh(E) Tot,0.054 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.425 kVAh-Wh(I),0 kVAh-Wh(E),0.422 kWh(I-E) Bi,0.993,1,1,2
29559724,26-09-2025 04:30,252.87 V,249.85 V,252.62 V,0.895 A,1.68 A,0.756 A,49.991 Hz,0.415 kWh(I) Tot,0 kWh(E) Tot,0.06 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.419 kVAh-Wh(I),0 kVAh-Wh(E),0.415 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 05:00,253.09 V,250.17 V,252.68 V,0.838 A,1.572 A,0.799 A,49.996 Hz,0.4 kWh(I) Tot,0 kWh(E) Tot,0.056 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.404 kVAh-Wh(I),0 kVAh-Wh(E),0.4 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 05:30,253.14 V,250.28 V,252.56 V,0.803 A,1.516 A,0.835 A,49.992 Hz,0.393 kWh(I) Tot,0 kWh(E) Tot,0.054 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.397 kVAh-Wh(I),0 kVAh-Wh(E),0.393 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 06:00,252.53 V,249.59 V,252.04 V,0.806 A,1.504 A,0.803 A,50.006 Hz,0.387 kWh(I) Tot,0 kWh(E) Tot,0.057 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.391 kVAh-Wh(I),0 kVAh-Wh(E),0.387 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 06:30,252.17 V,249.38 V,251.89 V,0.774 A,1.507 A,0.763 A,50.004 Hz,0.378 kWh(I) Tot,0 kWh(E) Tot,0.053 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.382 kVAh-Wh(I),0 kVAh-Wh(E),0.378 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 07:00,252.85 V,250.42 V,252.46 V,0.779 A,1.369 A,0.741 A,49.999 Hz,0.36 kWh(I) Tot,0 kWh(E) Tot,0.048 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.364 kVAh-Wh(I),0 kVAh-Wh(E),0.36 kWh(I-E) Bi,0.989,1,1,2
29559724,26-09-2025 07:30,253.66 V,251.47 V,253.45 V,0.86 A,1.441 A,0.763 A,49.974 Hz,0.383 kWh(I) Tot,0 kWh(E) Tot,0.06 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.387 kVAh-Wh(I),0 kVAh-Wh(E),0.383 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 08:00,254.65 V,252.32 V,254.47 V,0.752 A,1.409 A,0.599 A,50.016 Hz,0.346 kWh(I) Tot,0 kWh(E) Tot,0.054 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.35 kVAh-Wh(I),0 kVAh-Wh(E),0.346 kWh(I-E) Bi,0.989,1,1,2
29559724,26-09-2025 08:30,253.13 V,250.74 V,252.89 V,0.678 A,1.355 A,0.548 A,49.945 Hz,0.321 kWh(I) Tot,0 kWh(E) Tot,0.049 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.325 kVAh-Wh(I),0 kVAh-Wh(E),0.321 kWh(I-E) Bi,0.988,1,1,2
29559724,26-09-2025 09:00,249.86 V,247.67 V,249.73 V,0.747 A,1.295 A,0.533 A,49.998 Hz,0.317 kWh(I) Tot,0 kWh(E) Tot,0.046 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.32 kVAh-Wh(I),0 kVAh-Wh(E),0.317 kWh(I-E) Bi,0.991,1,1,2
29559724,26-09-2025 09:30,244.47 V,242.4 V,244.32 V,0.68 A,1.265 A,0.541 A,49.957 Hz,0.3 kWh(I) Tot,0 kWh(E) Tot,0.04 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.303 kVAh-Wh(I),0 kVAh-Wh(E),0.3 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 10:00,239.9 V,237.48 V,239.54 V,0.608 A,1.28 A,0.51 A,49.965 Hz,0.284 kWh(I) Tot,0 kWh(E) Tot,0.041 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.286 kVAh-Wh(I),0 kVAh-Wh(E),0.284 kWh(I-E) Bi,0.993,1,1,2
29559724,26-09-2025 10:30,243.34 V,240.93 V,242.79 V,0.606 A,1.237 A,0.53 A,49.954 Hz,0.284 kWh(I) Tot,0 kWh(E) Tot,0.043 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.288 kVAh-Wh(I),0 kVAh-Wh(E),0.284 kWh(I-E) Bi,0.986,1,1,2
29559724,26-09-2025 11:00,244.99 V,242.99 V,244.99 V,0.68 A,1.23 A,0.527 A,49.998 Hz,0.293 kWh(I) Tot,0 kWh(E) Tot,0.046 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.297 kVAh-Wh(I),0 kVAh-Wh(E),0.293 kWh(I-E) Bi,0.987,1,1,2
29559724,26-09-2025 11:30,243.92 V,242.03 V,243.97 V,0.605 A,1.151 A,0.49 A,50 Hz,0.27 kWh(I) Tot,0 kWh(E) Tot,0.043 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.273 kVAh-Wh(I),0 kVAh-Wh(E),0.27 kWh(I-E) Bi,0.989,1,1,2
29559724,26-09-2025 12:00,242.54 V,240.87 V,242.62 V,0.626 A,1.143 A,0.467 A,50.013 Hz,0.268 kWh(I) Tot,0 kWh(E) Tot,0.04 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.271 kVAh-Wh(I),0 kVAh-Wh(E),0.268 kWh(I-E) Bi,0.989,1,1,2
29559724,26-09-2025 12:30,242.41 V,240.7 V,242.55 V,0.588 A,1.175 A,0.462 A,49.965 Hz,0.266 kWh(I) Tot,0 kWh(E) Tot,0.038 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.269 kVAh-Wh(I),0 kVAh-Wh(E),0.266 kWh(I-E) Bi,0.989,1,1,2
29559724,26-09-2025 13:00,243.61 V,242.03 V,243.62 V,0.641 A,1.165 A,0.477 A,50.038 Hz,0.274 kWh(I) Tot,0 kWh(E) Tot,0.042 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.277 kVAh-Wh(I),0 kVAh-Wh(E),0.274 kWh(I-E) Bi,0.989,1,1,2
29559724,26-09-2025 13:30,250.23 V,248.85 V,250.08 V,0.659 A,1.155 A,0.511 A,50.072 Hz,0.288 kWh(I) Tot,0 kWh(E) Tot,0.039 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.291 kVAh-Wh(I),0 kVAh-Wh(E),0.288 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 14:00,245.6 V,244.31 V,245.19 V,0.727 A,1.135 A,0.579 A,50.009 Hz,0.185 kWh(I) Tot,0 kWh(E) Tot,0.023 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.186 kVAh-Wh(I),0 kVAh-Wh(E),0.185 kWh(I-E) Bi,0.995,1,1,2
29559724,26-09-2025 14:30,0 V,0 V,0 V,12:00 AM,12:00 AM,12:00 AM,0 Hz,0 kWh(I) Tot,0 kWh(E) Tot,0 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0 kVAh-Wh(I),0 kVAh-Wh(E),0 kWh(I-E) Bi,1,1,1,2
29559724,26-09-2025 15:00,237.88 V,235.91 V,238.1 V,0.984 A,1.79 A,0.767 A,49.952 Hz,0.263 kWh(I) Tot,0 kWh(E) Tot,0.053 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.268 kVAh-Wh(I),0 kVAh-Wh(E),0.263 kWh(I-E) Bi,0.981,1,1,2
29559724,26-09-2025 15:30,239.88 V,238.05 V,239.96 V,0.89 A,1.615 A,0.75 A,49.97 Hz,0.383 kWh(I) Tot,0 kWh(E) Tot,0.063 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.389 kVAh-Wh(I),0 kVAh-Wh(E),0.383 kWh(I-E) Bi,0.985,1,1,2
29559724,26-09-2025 16:00,243.12 V,241.36 V,242.75 V,0.772 A,1.461 A,0.671 A,49.938 Hz,0.348 kWh(I) Tot,0 kWh(E) Tot,0.052 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.352 kVAh-Wh(I),0 kVAh-Wh(E),0.348 kWh(I-E) Bi,0.989,1,1,2
29559724,26-09-2025 16:30,246.28 V,244.29 V,245.77 V,0.699 A,1.394 A,0.567 A,50.011 Hz,0.323 kWh(I) Tot,0 kWh(E) Tot,0.05 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.326 kVAh-Wh(I),0 kVAh-Wh(E),0.323 kWh(I-E) Bi,0.991,1,1,2
29559724,26-09-2025 17:00,246 V,244.12 V,245.73 V,0.665 A,1.362 A,0.568 A,50.037 Hz,0.315 kWh(I) Tot,0 kWh(E) Tot,0.045 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.318 kVAh-Wh(I),0 kVAh-Wh(E),0.315 kWh(I-E) Bi,0.991,1,1,2
29559724,26-09-2025 17:30,248.2 V,246.8 V,248.12 V,0.741 A,1.181 A,0.549 A,50.056 Hz,0.303 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.306 kVAh-Wh(I),0 kVAh-Wh(E),0.303 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 18:00,246.66 V,244.91 V,246.42 V,0.731 A,1.153 A,0.623 A,50.022 Hz,0.305 kWh(I) Tot,0 kWh(E) Tot,0.042 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.309 kVAh-Wh(I),0 kVAh-Wh(E),0.305 kWh(I-E) Bi,0.987,1,1,2
29559724,26-09-2025 18:30,246.51 V,244.49 V,246.47 V,0.678 A,1.202 A,0.613 A,50.031 Hz,0.303 kWh(I) Tot,0 kWh(E) Tot,0.042 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.306 kVAh-Wh(I),0 kVAh-Wh(E),0.303 kWh(I-E) Bi,0.99,1,1,2
29559724,26-09-2025 19:00,246 V,243.73 V,245.92 V,0.682 A,1.365 A,0.544 A,50.048 Hz,0.315 kWh(I) Tot,0 kWh(E) Tot,0.038 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.317 kVAh-Wh(I),0 kVAh-Wh(E),0.315 kWh(I-E) Bi,0.994,1,1,2
29559724,26-09-2025 19:30,242.71 V,240.26 V,242.7 V,0.812 A,1.426 A,0.589 A,50.015 Hz,0.339 kWh(I) Tot,0 kWh(E) Tot,0.039 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.342 kVAh-Wh(I),0 kVAh-Wh(E),0.339 kWh(I-E) Bi,0.991,1,1,2
29559724,26-09-2025 20:00,243.85 V,241.43 V,244.06 V,0.945 A,1.392 A,0.663 A,50.024 Hz,0.363 kWh(I) Tot,0 kWh(E) Tot,0.038 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.364 kVAh-Wh(I),0 kVAh-Wh(E),0.363 kWh(I-E) Bi,0.997,1,1,2
29559724,26-09-2025 20:30,245.04 V,242.45 V,245.07 V,0.973 A,1.518 A,0.657 A,49.993 Hz,0.381 kWh(I) Tot,0 kWh(E) Tot,0.043 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.384 kVAh-Wh(I),0 kVAh-Wh(E),0.381 kWh(I-E) Bi,0.992,1,1,2
29559724,26-09-2025 21:00,243.19 V,240.15 V,243.53 V,1.078 A,1.738 A,0.687 A,49.909 Hz,0.422 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.424 kVAh-Wh(I),0 kVAh-Wh(E),0.422 kWh(I-E) Bi,0.995,1,1,2
29559724,26-09-2025 21:30,241.92 V,238.55 V,242.24 V,1.094 A,1.821 A,0.805 A,50.015 Hz,0.445 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.447 kVAh-Wh(I),0 kVAh-Wh(E),0.445 kWh(I-E) Bi,0.996,1,1,2
29559724,26-09-2025 22:00,239.91 V,236.17 V,240.02 V,1.265 A,1.978 A,0.948 A,50.017 Hz,0.497 kWh(I) Tot,0 kWh(E) Tot,0.044 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.499 kVAh-Wh(I),0 kVAh-Wh(E),0.497 kWh(I-E) Bi,0.996,1,1,2
29559724,26-09-2025 22:30,236.42 V,232.72 V,236.53 V,1.319 A,1.967 A,1.033 A,49.995 Hz,0.506 kWh(I) Tot,0 kWh(E) Tot,0.045 kVArh(Lg)-Wh(I),0 kVArh(Ld)-Wh(E),0 kVArh(Lg)-Wh(E),0 kVArh(Ld)-Wh(I),0.508 kVAh-Wh(I),0 kVAh-Wh(E),0.506 kWh(I-E) Bi,0.996,1,1,2
